Substation,Longitude,Latitude,Operator
"{""geometry"": {""coordinates"": [[13.172287, 43.501234], [13.171719, 43.501222], [13.171783, 43.500466], [13.172892, 43.500495], [13.172868, 43.501251], [13.172485, 43.501253], [13.172459, 43.501227], [13.172321, 43.501221], [13.172287, 43.501234]], ""type"": ""LineString""}, ""id"": 403602058, ""properties"": {""name"": ""Castelbellino"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMCBLR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.172287, 43.501234]","[13.171719, 43.501222]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.927539, 43.347638], [12.92716, 43.347707], [12.927148, 43.347486], [12.926694, 43.347558], [12.926624, 43.347154], [12.926257, 43.347194], [12.926247, 43.347153], [12.926325, 43.347044], [12.926309, 43.346952], [12.92622, 43.34693], [12.926209, 43.346542], [12.927555, 43.34659], [12.927539, 43.347638]], ""type"": ""LineString""}, ""id"": 403602060, ""properties"": {""name"": ""Fabriano"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMFABR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[12.927539, 43.347638]","[12.92716, 43.347707]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.260745, 43.524649], [13.261006, 43.524008], [13.26033, 43.52386], [13.259884, 43.524216], [13.260335, 43.524322], [13.260231, 43.524583], [13.260526, 43.52463], [13.260581, 43.524587], [13.260664, 43.524593], [13.26069, 43.524646], [13.260745, 43.524649]], ""type"": ""LineString""}, ""id"": 403602065, ""properties"": {""name"": ""Iesi"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMIESR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.260745, 43.524649]","[13.261006, 43.524008]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.060693, 43.46215], [13.060299, 43.462129], [13.06018, 43.462059], [13.060088, 43.46189], [13.060104, 43.461835], [13.060208, 43.461758], [13.060154, 43.461711], [13.060206, 43.461506], [13.060312, 43.461388], [13.060582, 43.461161], [13.060656, 43.461137], [13.060729, 43.461127], [13.060816, 43.461132], [13.060882, 43.461154], [13.060939, 43.46119], [13.060972, 43.461225], [13.061, 43.461305], [13.061, 43.461345], [13.060869, 43.461985], [13.060693, 43.46215]], ""type"": ""LineString""}, ""id"": 403602068, ""properties"": {""name"": ""Sant'Elena"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMSLER"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.060693, 43.46215]","[13.060299, 43.462129]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.371546, 43.64057], [13.371695, 43.640725], [13.371989, 43.640589], [13.372054, 43.640585], [13.372736, 43.6403], [13.372598, 43.640116], [13.371834, 43.640432], [13.371546, 43.64057]], ""type"": ""LineString""}, ""id"": 403604907, ""properties"": {""name"": ""FS Rocca Priora"", ""operator"": ""RFI"", ""power"": ""substation"", ""ref:terna"": ""RROMRCXR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.371546, 43.64057]","[13.371695, 43.640725]",RFI
"{""geometry"": {""coordinates"": [[13.498022, 43.614102], [13.49737, 43.614296], [13.497053, 43.613702], [13.497801, 43.613483], [13.498073, 43.61398], [13.498022, 43.614102]], ""type"": ""LineString""}, ""id"": 403611979, ""properties"": {""name"": ""Ancona Zona Industriale"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMACWR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.498022, 43.614102]","[13.49737, 43.614296]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[18.033198, 40.277468], [18.034589, 40.277163], [18.034666, 40.277427], [18.034411, 40.27748], [18.034597, 40.277942], [18.034363, 40.277999], [18.034299, 40.277952], [18.034173, 40.277984], [18.034159, 40.278044], [18.033492, 40.2782], [18.033198, 40.277468]], ""type"": ""LineString""}, ""id"": 404166082, ""properties"": {""barrier"": ""wall"", ""name"": ""Copertino"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPCOPN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[18.033198, 40.277468]","[18.034589, 40.277163]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.356393, 46.513551], [11.356328, 46.513726], [11.356736, 46.513815], [11.356881, 46.51382], [11.356964, 46.513663], [11.356633, 46.513597], [11.356393, 46.513551]], ""type"": ""LineString""}, ""id"": 404245547, ""properties"": {""name"": ""Sant'Antonio CP"", ""operator"": ""Selnet"", ""power"": ""substation"", ""ref:terna"": ""VVENSTPV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.356393, 46.513551]","[11.356328, 46.513726]",Selnet
"{""geometry"": {""coordinates"": [[12.653894, 41.842961], [12.654334, 41.843257], [12.654501, 41.843147], [12.654616, 41.843089], [12.654746, 41.843037], [12.654886, 41.842995], [12.655035, 41.842966], [12.655167, 41.842953], [12.655438, 41.842936], [12.655438, 41.842904], [12.655435, 41.842852], [12.655429, 41.842766], [12.655196, 41.84268], [12.654657, 41.842531], [12.654575, 41.842525], [12.654505, 41.842538], [12.65444, 41.842567], [12.653894, 41.842961]], ""type"": ""LineString""}, ""id"": 404866987, ""properties"": {""frequency"": ""50"", ""location"": ""outdoor"", ""name"": ""Banca d'Italia smistamento"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMBISR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.653894, 41.842961]","[12.654334, 41.843257]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.762626, 42.092794], [12.763099, 42.092824], [12.763123, 42.092607], [12.76265, 42.092577], [12.762626, 42.092794]], ""type"": ""LineString""}, ""id"": 404880817, ""properties"": {""frequency"": ""50"", ""location"": ""indoor"", ""power"": ""substation"", ""substation"": ""distribution""}, ""type"": ""Feature""}","[12.762626, 42.092794]","[12.763099, 42.092824]",unknown
"{""geometry"": {""coordinates"": [[9.082475, 39.219319], [9.081995, 39.218972], [9.08243, 39.218615], [9.08284, 39.21828], [9.083309, 39.218637], [9.082475, 39.219319]], ""type"": ""LineString""}, ""id"": 405430956, ""properties"": {""name"": ""Portocanale"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""CCAGPCAC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.082475, 39.219319]","[9.081995, 39.218972]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.150211, 39.242378], [9.149192, 39.241838], [9.149575, 39.241395], [9.150611, 39.241946], [9.150678, 39.241991], [9.150487, 39.24215], [9.150211, 39.242378]], ""type"": ""LineString""}, ""id"": 405430960, ""properties"": {""name"": ""Terramaini"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGTRMC"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[9.150211, 39.242378]","[9.149192, 39.241838]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.707211, 39.60478], [8.706725, 39.604503], [8.706744, 39.603788], [8.706881, 39.603486], [8.707088, 39.603214], [8.707224, 39.603267], [8.707329, 39.603366], [8.707407, 39.603503], [8.7076, 39.604042], [8.707211, 39.60478]], ""type"": ""LineString""}, ""id"": 405432148, ""properties"": {""name"": ""Pabillonis"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGPABC"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.707211, 39.60478]","[8.706725, 39.604503]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.622972, 39.824907], [9.622318, 39.82432], [9.622371, 39.824291], [9.62237, 39.824248], [9.622279, 39.824194], [9.623039, 39.823632], [9.623849, 39.824352], [9.622972, 39.824907]], ""type"": ""LineString""}, ""id"": 405463627, ""properties"": {""name"": ""Lanusei"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""CCAGLANC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.622972, 39.824907]","[9.622318, 39.82432]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.431979, 39.686807], [9.43226, 39.68722], [9.432668, 39.687172], [9.432714, 39.687094], [9.432826, 39.686801], [9.432837, 39.686702], [9.432529, 39.686723], [9.432477, 39.686742], [9.432449, 39.686766], [9.432428, 39.686775], [9.432362, 39.686743], [9.432117, 39.686767], [9.431979, 39.686807]], ""type"": ""LineString""}, ""id"": 405463630, ""properties"": {""name"": ""Perdas"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGPERC"", ""substation"": ""distribution"", ""voltage"": ""70000""}, ""type"": ""Feature""}","[9.431979, 39.686807]","[9.43226, 39.68722]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.058308, 41.089838], [9.058265, 41.08983], [9.058152, 41.088277], [9.059823, 41.088176], [9.059084, 41.088986], [9.058308, 41.089838]], ""type"": ""LineString""}, ""id"": 405468338, ""properties"": {""barrier"": ""wall"", ""name"": ""Aglientu"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGAGLC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.058308, 41.089838]","[9.058265, 41.08983]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.669944, 40.706693], [9.669225, 40.706376], [9.669901, 40.70554], [9.670631, 40.705927], [9.669944, 40.706693]], ""type"": ""LineString""}, ""id"": 405468339, ""properties"": {""name"": ""Budoni"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGBDNC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.669944, 40.706693]","[9.669225, 40.706376]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.475898, 40.882189], [9.474745, 40.881923], [9.474185, 40.881629], [9.474093, 40.881737], [9.474286, 40.881875], [9.474353, 40.882061], [9.474346, 40.882248], [9.474171, 40.882485], [9.474177, 40.882534], [9.474222, 40.882601], [9.474185, 40.88269], [9.475268, 40.883039], [9.475526, 40.882858], [9.475898, 40.882189]], ""type"": ""LineString""}, ""id"": 405468340, ""properties"": {""name"": ""Olbia 2"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGOL2C"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.475898, 40.882189]","[9.474745, 40.881923]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.3691, 41.168782], [9.368617, 41.168756], [9.368682, 41.16809], [9.369008, 41.168108], [9.368969, 41.168512], [9.369126, 41.168521], [9.3691, 41.168782]], ""type"": ""LineString""}, ""id"": 405468341, ""properties"": {""name"": ""Palau 2"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""CCAGPA2C"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.3691, 41.168782]","[9.368617, 41.168756]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.649842, 40.794284], [9.647844, 40.794221], [9.648228, 40.795244], [9.648834, 40.795413], [9.648871, 40.795403], [9.648879, 40.795378], [9.648831, 40.795248], [9.648873, 40.795243], [9.64892, 40.795236], [9.648938, 40.795342], [9.648957, 40.795368], [9.648998, 40.795374], [9.649048, 40.795364], [9.649915, 40.794377], [9.649928, 40.794341], [9.649918, 40.794302], [9.649885, 40.794284], [9.649842, 40.794284]], ""type"": ""LineString""}, ""id"": 405468342, ""properties"": {""name"": ""San Teodoro"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""CCAGSTDC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.649842, 40.794284]","[9.647844, 40.794221]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.148527, 40.894605], [9.148087, 40.894045], [9.148843, 40.893708], [9.149275, 40.894246], [9.148527, 40.894605]], ""type"": ""LineString""}, ""id"": 405468343, ""properties"": {""name"": ""Tempio"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGTEMC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.148527, 40.894605]","[9.148087, 40.894045]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.712615, 41.342774], [15.712606, 41.342744], [15.712563, 41.342752], [15.712573, 41.342782], [15.712615, 41.342774]], ""type"": ""LineString""}, ""id"": 405856673, ""properties"": {""building"": ""yes"", ""name"": ""La Palata H"", ""power"": ""substation"", ""ref"": ""61913"", ""substation"": ""distribution""}, ""type"": ""Feature""}","[15.712615, 41.342774]","[15.712606, 41.342744]",unknown
"{""geometry"": {""coordinates"": [[15.714384, 41.349517], [15.71434, 41.349522], [15.714347, 41.349554], [15.714391, 41.349548], [15.714384, 41.349517]], ""type"": ""LineString""}, ""id"": 405856946, ""properties"": {""building"": ""yes"", ""name"": ""La Palata G"", ""power"": ""substation"", ""ref"": ""61912"", ""substation"": ""distribution""}, ""type"": ""Feature""}","[15.714384, 41.349517]","[15.71434, 41.349522]",unknown
"{""geometry"": {""coordinates"": [[17.039383, 39.232552], [17.039572, 39.232714], [17.039638, 39.232668], [17.039721, 39.232739], [17.040045, 39.232512], [17.039774, 39.232279], [17.039383, 39.232552]], ""type"": ""LineString""}, ""id"": 406737299, ""properties"": {""name"": ""Biomasse Strongoli"", ""operator"": ""Biomasse Italia"", ""power"": ""substation"", ""ref:terna"": ""NNAPBMSN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[17.039383, 39.232552]","[17.039572, 39.232714]",Biomasse Italia
"{""geometry"": {""coordinates"": [[16.257478, 39.441429], [16.256736, 39.441384], [16.256819, 39.440658], [16.256873, 39.440609], [16.257081, 39.44059], [16.257129, 39.440613], [16.257179, 39.440652], [16.257303, 39.440657], [16.25733, 39.440599], [16.25736, 39.440569], [16.257386, 39.440564], [16.257421, 39.440561], [16.257478, 39.441429]], ""type"": ""LineString""}, ""id"": 406742361, ""properties"": {""name"": ""Luzzi"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPLUZN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[16.257478, 39.441429]","[16.256736, 39.441384]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.739873, 39.947086], [8.739839, 39.946665], [8.739254, 39.946821], [8.738661, 39.946753], [8.738597, 39.94713], [8.738857, 39.947504], [8.739273, 39.947444], [8.739468, 39.947379], [8.739873, 39.947086]], ""type"": ""LineString""}, ""id"": 409424543, ""properties"": {""name"": ""Ollastra"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGOLSC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[8.739873, 39.947086]","[8.739839, 39.946665]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.294485, 40.836422], [8.294506, 40.835431], [8.296083, 40.835058], [8.296062, 40.836042], [8.294485, 40.836422]], ""type"": ""LineString""}, ""id"": 409442776, ""properties"": {""name"": ""Nurra"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""CCAGNURC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[8.294485, 40.836422]","[8.294506, 40.835431]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.026099, 39.464755], [9.02583, 39.464564], [9.026085, 39.464303], [9.026383, 39.464515], [9.026099, 39.464755]], ""type"": ""LineString""}, ""id"": 409764899, ""properties"": {""name"": ""Sezionamento Samatzai"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""CCAGALZC"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.026099, 39.464755]","[9.02583, 39.464564]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.059085, 40.397148], [9.059766, 40.397389], [9.060037, 40.397218], [9.060528, 40.396368], [9.059991, 40.396135], [9.059897, 40.396223], [9.059522, 40.396372], [9.059237, 40.396885], [9.059286, 40.396946], [9.059264, 40.397001], [9.059136, 40.397054], [9.059085, 40.397148]], ""type"": ""LineString""}, ""id"": 410019054, ""properties"": {""name"": ""Bono"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[9.059085, 40.397148]","[9.059766, 40.397389]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.267732, 40.11245], [9.265798, 40.112282], [9.266455, 40.111176], [9.267005, 40.111362], [9.267088, 40.111326], [9.267373, 40.11135], [9.267716, 40.111305], [9.267853, 40.111602], [9.267732, 40.11245]], ""type"": ""LineString""}, ""id"": 410019055, ""properties"": {""name"": ""Fonni"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""CCAGFONC"", ""substation"": ""distribution"", ""voltage"": ""70000""}, ""type"": ""Feature""}","[9.267732, 40.11245]","[9.265798, 40.112282]",Enel Distribuzione
